Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda
Toyota,Yaris,2018,153259,Vermelho,Manual,Gasolina,4,72454.20000000001
Toyota,Yaris,2001,183618,Vermelho,Manual,Flex,2,41995.4
Jeep,Compass,2023,135097,Prata,Automático,Gasolina,2,92841.6
Ford,EcoSport,2000,155584,Branco,Manual,Diesel,4,33838.2
Renault,Duster,2015,146979,Branco,Automático,Diesel,4,41521.2
Jeep,Compass,2021,37924,Preto,Automático,Flex,4,113510.2
Chevrolet,Onix Plus,2017,47196,Prata,Manual,Diesel,2,70680.8
Nissan,Kicks,2002,145482,Branco,Automático,Gasolina,2,36860.6
Hyundai,HB20S,2023,174835,Prata,Automático,Diesel,4,56619.0
Honda,Fit,2000,190646,Prata,Automático,Flex,2,41138.8
Chevrolet,S10,2005,103116,Cinza,Manual,Diesel,2,43488.8
Ford,Ranger,2018,139722,Branco,Manual,Diesel,4,60392.6
Fiat,Mobi,2021,48826,Cinza,Automático,Gasolina,2,65197.8
Fiat,Cronos,2018,157349,Vermelho,Automático,Flex,4,39908.2
Chevrolet,Onix,2010,57970,Vermelho,Manual,Gasolina,4,57913.0
Jeep,Compass,2007,133528,Cinza,Manual,Diesel,4,74343.4
Honda,Civic,2004,147662,Vermelho,Automático,Flex,4,54291.6
Volkswagen,Virtus,2019,27892,Cinza,Manual,Diesel,4,75556.6
Volkswagen,Polo,2008,17740,Preto,Manual,Diesel,2,55247.0
Ford,Ranger,2014,176800,Prata,Automático,Gasolina,4,1241962.0
Jeep,Compass,2020,11788,Preto,Manual,Diesel,4,115709.4
Toyota,Corolla,2013,89381,Branco,Automático,Flex,2,86114.8
Toyota,Yaris,2003,112569,Preto,Automático,Flex,2,57710.2
Hyundai,HB20S,2023,139223,Preto,Automático,Gasolina,4,57887.399999999994
Honda,HR-V,2023,26515,Vermelho,Automático,Gasolina,4,108979.0
Honda,Civic,2007,142059,Azul,Manual,Flex,4,59606.2
Fiat,Mobi,2019,55674,Azul,Manual,Gasolina,4,60904.2
Renault,Kwid,2016,199281,Cinza,Manual,Diesel,2,33142.799999999996
Ford,EcoSport,2001,47767,Branco,Manual,Flex,4,47054.6
Volkswagen,T-Cross,2019,115737,Azul,Automático,Gasolina,4,52423.600000000006
Ford,Ka,2015,39644,Vermelho,Manual,Flex,4,79459.2
Toyota,Yaris,2009,38741,Branco,Automático,Diesel,4,85345.8
Toyota,Yaris,2001,65121,Prata,Automático,Gasolina,2,65894.8
Chevrolet,Tracker,2010,172507,Cinza,Automático,Flex,2,28686.6
Hyundai,HB20,2009,139128,Vermelho,Manual,Diesel,4,42214.4
Honda,Civic,2018,183490,Preto,Automático,Gasolina,4,67896.0
Nissan,Kicks,2013,86549,Prata,Automático,Flex,4,69430.2
Ford,EcoSport,2010,166585,Preto,Manual,Diesel,2,44924.0
Toyota,Yaris,2008,24660,Azul,Automático,Diesel,4,85762.0
Renault,Sandero,2006,2639,Branco,Manual,Diesel,2,50542.2
Fiat,Mobi,2014,86856,Prata,Manual,Diesel,2,55311.8
Volkswagen,Polo,2019,196684,Vermelho,Automático,Diesel,4,34636.2
Hyundai,Creta,2016,72009,Preto,Automático,Gasolina,2,64918.2
Renault,Duster,2002,10622,Azul,Manual,Diesel,2,51535.6
Hyundai,HB20,2014,118192,Preto,Manual,Gasolina,4,48821.600000000006
Chevrolet,Onix,2013,18808,Branco,Automático,Gasolina,4,67047.4
Nissan,Kicks,2007,186708,Branco,Automático,Flex,2,37400.4
Toyota,Hilux,2003,130473,Azul,Automático,Flex,2,59930.399999999994
Fiat,Toro,2009,22951,Cinza,Automático,Gasolina,2,61810.8
Renault,Sandero,2001,116909,Azul,Automático,Diesel,4,21557.199999999997
Hyundai,HB20,2013,197013,Cinza,Automático,Diesel,2,31125.4
Honda,Fit,2007,176148,Azul,Automático,Gasolina,4,54305.4
Chevrolet,Onix,2022,121522,Azul,Automático,Diesel,2,64758.6
Honda,Civic,2009,146417,Branco,Automático,Gasolina,4,57113.6
Fiat,Cronos,2017,erro_medicao,Cinza,Automático,Flex,2,47332.2
Renault,Duster,2014,14665,Azul,Manual,Diesel,2,60789.0
Chevrolet,Onix Plus,2004,14560,Preto,Manual,Diesel,4,53488.0
Renault,Duster,2021,26376,Branco,Manual,Diesel,4,71535.8
Toyota,Corolla,2012,150929,Prata,Manual,Flex,2,65688.2
Jeep,Compass,2017,195340,Branco,Automático,Diesel,2,73483.0
Chevrolet,Tracker,2001,98042,Azul,Manual,Gasolina,2,38820.6
Honda,Civic,2012,108304,Vermelho,Automático,Diesel,2,72588.2
Fiat,Cronos,2013,151382,Vermelho,Automático,Gasolina,4,38913.6
Nissan,Frontier,2009,18328,Branco,Automático,Diesel,2,77985.4
Toyota,Hilux,2003,172469,Prata,Automático,Gasolina,4,51705.200000000004
Jeep,Compass,2014,169231,Branco,Automático,Flex,4,81631.8
Nissan,Kicks,2007,120087,Prata,Manual,Diesel,4,53928.6
Volkswagen,Gol,2014,181834,Azul,Manual,Flex,4,38401.2
Toyota,Corolla,2013,190376,Preto,Manual,Flex,4,62911.799999999996
Fiat,Toro,2020,48998,Preto,Automático,Diesel,4,72179.4
Hyundai,Creta,2008,119292,Prata,Manual,Diesel,2,47900.6
Chevrolet,Tracker,2019,64853,Cinza,Manual,Gasolina,2,70175.4
Renault,Duster,2002,102304,Preto,Automático,Diesel,4,26427.2
Fiat,Mobi,2014,150120,Vermelho,Automático,Diesel,2,42331.0
Chevrolet,Onix Plus,2023,50217,Branco,Manual,Gasolina,4,80049.6
Nissan,Kicks,2016,177327,Azul,Automático,Gasolina,4,51066.6
Renault,Sandero,2015,189692,Cinza,Automático,Diesel,4,35105.6
Ford,Ka,2003,154957,Vermelho,Manual,Diesel,2,29180.600000000006
Honda,HR-V,2010,66139,Branco,Manual,Diesel,2,74925.2
Volkswagen,T-Cross,2007,71831,Vermelho,Automático,Flex,2,41397.8
Toyota,Corolla,2002,172220,Cinza,Automático,Flex,4,44621.0
Fiat,Cronos,2018,7103,Prata,Manual,Diesel,2,1241962.0
Volkswagen,Virtus,2013,156323,Branco,Manual,Gasolina,4,33441.399999999994
Hyundai,HB20S,2008,14546,Vermelho,Manual,Diesel,4,64853.8
Chevrolet,Tracker,2002,146528,Azul,Automático,Diesel,2,24195.4
Chevrolet,Onix,2003,18228,Azul,Manual,Flex,4,53716.4
Fiat,Toro,2003,46,Vermelho,Manual,Diesel,4,53705.8
Jeep,Compass,2010,66355,Cinza,Manual,Diesel,4,95328.0
Jeep,Renegade,2018,167647,Cinza,Automático,Flex,4,88321.6
Ford,Ka,2015,132152,Azul,Automático,Flex,4,53825.600000000006
Honda,HR-V,2022,199754,Azul,Manual,Gasolina,2,71519.20000000001
Renault,Duster,2021,115965,Cinza,Automático,Gasolina,4,57581.0
Hyundai,HB20,2016,77462,Prata,Manual,Gasolina,4,60396.6
Volkswagen,Polo,2009,15930,Preto,Manual,Diesel,2,63136.0
Jeep,Renegade,2023,113476,Vermelho,Manual,Gasolina,2,105046.8
Ford,Ranger,2016,80823,Prata,Automático,Flex,4,68077.4
Ford,EcoSport,2015,170581,Vermelho,Manual,Gasolina,2,47909.8
Fiat,Mobi,2019,100521,Azul,Automático,Diesel,4,59910.8
Hyundai,HB20,2021,199494,Prata,Automático,Diesel,2,45614.2
Nissan,Versa,2005,78880,Azul,Manual,Gasolina,2,57683.0
Renault,Duster,2006,172827,Azul,Automático,Diesel,2,18238.6
Honda,HR-V,2013,183552,Azul,Manual,Diesel,4,60634.6
Toyota,Yaris,2010,7293,Branco,Manual,Diesel,2,89985.4
Fiat,Cronos,2011,68542,Preto,Manual,Gasolina,2,47569.6
Renault,Kwid,2013,60528,Azul,Manual,Diesel,2,51932.4
Toyota,Hilux,2004,155428,Vermelho,Automático,Gasolina,4,57717.4
Toyota,Hilux,2004,108885,Cinza,Manual,Gasolina,2,64559.0
Hyundai,HB20,2019,167983,Preto,Manual,Diesel,2,54823.4
Hyundai,HB20,2021,145771,Vermelho,Manual,Gasolina,2,62111.8
Volkswagen,Virtus,2022,159506,Branco,Manual,Gasolina,2,52218.8
Ford,Ka,2014,54669,Azul,Automático,Diesel,2,70595.2
Renault,Kwid,2000,17602,Vermelho,Automático,Diesel,2,44110.6
Fiat,Argo,2023,171858,Vermelho,Manual,Gasolina,2,50485.4
Chevrolet,Tracker,2022,9952,Vermelho,Automático,Flex,4,83949.6
Fiat,Argo,2008,41684,Preto,Manual,Flex,4,55817.2
Volkswagen,T-Cross,2002,116032,Azul,Manual,Flex,2,26122.600000000002
Honda,Fit,2003,161561,Vermelho,Manual,Flex,4,46389.8
Ford,Ranger,2015,32905,Cinza,Automático,Gasolina,2,76707.0
Chevrolet,Tracker,2006,53602,Azul,Manual,Diesel,2,46527.6
Jeep,Renegade,2021,177996,Prata,Automático,Flex,2,90645.79999999999
Honda,Fit,2013,13381,Cinza,Automático,Diesel,4,86882.8
Hyundai,Creta,2015,28130,Branco,Manual,Flex,4,73389.0
Toyota,Yaris,2017,30415,Preto,Automático,Flex,4,97630.0
Jeep,Renegade,2015,180200,Prata,Manual,Flex,2,1241962.0
Fiat,Mobi,2015,erro_medicao,Preto,Automático,Diesel,4,55387.2
Fiat,Toro,2001,115458,Preto,Automático,Diesel,4,28767.4
Hyundai,HB20S,2009,131460,Vermelho,Automático,Flex,2,37493.0
Volkswagen,Virtus,2006,77652,Cinza,Automático,Diesel,2,48353.6
Renault,Duster,2014,150878,Prata,Manual,Flex,2,41034.4
Jeep,Compass,2008,64333,Vermelho,Manual,Gasolina,2,85138.4
Jeep,Renegade,2006,110930,Prata,Manual,Diesel,2,78559.0
Nissan,Kicks,2023,4852,Azul,Manual,Flex,2,1241962.0
Honda,Fit,2015,139699,Azul,Manual,Gasolina,2,70249.2
Ford,EcoSport,2002,189889,Cinza,Manual,Gasolina,2,25131.199999999997
Honda,HR-V,2016,160120,Vermelho,Manual,Flex,4,66187.0
Renault,Kwid,2022,100286,Prata,Automático,Gasolina,4,62149.8
Fiat,Mobi,2007,113120,Azul,Automático,Gasolina,2,39188.0
Fiat,Cronos,2001,76596,Vermelho,Manual,Flex,4,35687.8
Fiat,Argo,2019,126697,Preto,Manual,Gasolina,2,50926.6
Nissan,Versa,2002,189189,Azul,Automático,Gasolina,4,28632.200000000004
Fiat,Cronos,2007,8209,Branco,Automático,Flex,4,54451.2
Renault,Kwid,2001,53482,Prata,Manual,Flex,4,38752.6
Hyundai,Creta,2018,38197,Azul,Manual,Gasolina,2,75833.6
Ford,Ka,2016,77694,Cinza,Automático,Diesel,2,68797.2
Renault,Duster,2004,149148,Prata,Automático,Flex,2,22433.4
Ford,Ka,2019,117458,Branco,Automático,Diesel,2,62587.4
Renault,Sandero,2016,119614,Prata,Automático,Flex,2,51401.2
Fiat,Toro,2009,189554,Prata,Automático,Diesel,2,18787.199999999997
Hyundai,HB20S,2008,89484,Azul,Manual,Flex,4,52287.2
Jeep,Renegade,2021,149151,Prata,Automático,Gasolina,4,87070.8
Honda,HR-V,2005,145050,Cinza,Manual,Gasolina,2,52291.0
Toyota,Corolla,2010,181810,Branco,Automático,Diesel,2,53654.0
Hyundai,Creta,2001,12705,Azul,Manual,Diesel,4,53608.0
Jeep,Compass,2022,157979,Branco,Manual,Flex,4,89418.2
Volkswagen,Polo,2011,53832,Cinza,Manual,Flex,4,51777.6
Renault,Kwid,2011,87367,Prata,Manual,Diesel,2,46566.6
Volkswagen,T-Cross,2015,54612,Prata,Manual,Diesel,2,65943.6
Jeep,Compass,2021,109165,Azul,Automático,Gasolina,4,99897.0
Hyundai,HB20S,2023,73501,Branco,Manual,Diesel,4,79329.8
Renault,Sandero,2011,10248,Prata,Automático,Gasolina,4,65281.4
Toyota,Yaris,2020,46988,Preto,Manual,Diesel,4,103649.4
Fiat,Toro,2017,89169,Prata,Automático,Gasolina,4,59315.2
Renault,Sandero,2012,95039,Prata,Manual,Gasolina,4,50189.2
Renault,Duster,2014,7461,Vermelho,Manual,Gasolina,4,70774.8
Hyundai,Creta,2015,158070,Branco,Automático,Flex,2,48326.0
Hyundai,Creta,2003,143893,Branco,Automático,Gasolina,2,26526.4
Jeep,Renegade,2011,19870,Preto,Automático,Diesel,4,106580.0
Chevrolet,Onix,2016,13410,Preto,Automático,Diesel,4,72201.0
Renault,Kwid,2000,87721,Preto,Automático,Diesel,4,31642.8
Honda,Fit,2021,19133,Branco,Manual,Flex,4,107319.4
Renault,Kwid,2017,89705,Vermelho,Manual,Gasolina,4,52187.0
Jeep,Renegade,2021,erro_medicao,Vermelho,Manual,Flex,2,121213.2
Ford,Ranger,2015,192457,Cinza,Automático,Gasolina,4,47526.6
Volkswagen,Polo,2000,27400,Branco,Manual,Diesel,4,46906.0
Fiat,Cronos,2009,34173,Cinza,Automático,Gasolina,4,56594.4
Chevrolet,S10,2018,11179,Prata,Manual,Flex,4,73657.2
Toyota,Yaris,2015,101879,Preto,Automático,Flex,2,81484.2
Toyota,Hilux,2013,192958,Cinza,Automático,Flex,2,56229.4
Toyota,Hilux,2001,35495,Azul,Manual,Flex,2,1241962.0
Hyundai,HB20,2023,6487,Cinza,Automático,Diesel,2,87405.6
Toyota,Yaris,2005,14760,Branco,Manual,Flex,2,81376.0
Fiat,Mobi,2021,127600,Preto,Manual,Flex,2,54848.0
Volkswagen,Gol,2022,91975,Preto,Automático,Flex,2,63185.0
Toyota,Hilux,2004,92465,Vermelho,Manual,Diesel,4,65095.0
Renault,Duster,2011,29403,Cinza,Automático,Gasolina,2,59337.4
Renault,Sandero,2003,199109,Vermelho,Automático,Diesel,2,10000.0
Hyundai,HB20,2021,115625,Cinza,Manual,Diesel,2,58612.0
Fiat,Toro,2023,108576,Branco,Automático,Diesel,2,65008.8
Volkswagen,Polo,2003,1755,Branco,Automático,Gasolina,2,49269.0
Chevrolet,Onix Plus,2004,128500,Prata,Manual,Flex,2,31708.0
Jeep,Renegade,2006,167230,Cinza,Automático,Diesel,4,60737.0
Volkswagen,Polo,2005,71352,Cinza,Automático,Flex,4,43586.6
Jeep,Renegade,2012,163688,Preto,Automático,Flex,4,72055.4
Ford,EcoSport,2003,115891,Preto,Automático,Gasolina,4,36650.8
Jeep,Compass,2012,198498,Vermelho,Manual,Gasolina,4,68217.4
Honda,HR-V,2003,76759,Prata,Manual,Diesel,2,68382.2
Renault,Sandero,2009,112133,Branco,Manual,Gasolina,4,34376.4
Fiat,Argo,2019,156038,Cinza,Manual,Gasolina,2,47767.399999999994
Nissan,Frontier,2000,7688,Vermelho,Manual,Gasolina,4,65843.4
Hyundai,HB20,2020,170556,Prata,Manual,Flex,4,55432.799999999996
Honda,HR-V,2007,190927,Preto,Automático,Gasolina,4,48152.6
Jeep,Renegade,2006,158625,Prata,Automático,Diesel,4,65022.0
Toyota,Hilux,2004,69282,Vermelho,Automático,Gasolina,4,71254.6
Fiat,Toro,2002,188514,Branco,Automático,Diesel,4,14877.199999999997
Honda,Civic,2014,149651,Preto,Automático,Diesel,2,61074.8
Hyundai,HB20S,2016,144086,Azul,Manual,Gasolina,4,51606.799999999996
Renault,Duster,2022,48443,Preto,Manual,Flex,4,69069.4
Fiat,Mobi,2012,173033,Branco,Automático,Diesel,4,31939.4
Hyundai,HB20S,,187573,Preto,Manual,Diesel,4,41133.4
Ford,Ka,2018,189986,Vermelho,Manual,Diesel,2,45665.8
Ford,Ranger,2019,119086,Preto,Manual,Gasolina,2,65562.8
Hyundai,HB20S,2013,36397,Cinza,Manual,Diesel,4,71981.6
Honda,Civic,,73302,Prata,Manual,Gasolina,4,85724.6
Fiat,Cronos,2012,113417,Vermelho,Automático,Diesel,2,43967.6
Honda,Fit,2011,178250,Branco,Automático,Flex,4,55707.0
Chevrolet,Onix Plus,2023,1063,Vermelho,Manual,Diesel,4,88726.4
Jeep,Renegade,2022,140406,Cinza,Manual,Gasolina,4,92891.8
Chevrolet,Onix,2008,erro_medicao,Preto,Manual,Gasolina,2,50444.4
Ford,Ranger,2002,156199,Preto,Automático,Diesel,2,36218.2
Renault,Duster,2010,167115,Azul,Manual,Gasolina,2,30737.0
Volkswagen,Gol,2009,66512,Vermelho,Manual,Flex,2,45411.6
Jeep,Compass,2000,110687,Preto,Manual,Gasolina,4,66688.6
Ford,Ka,2016,126230,Preto,Manual,Diesel,2,59974.0
Honda,Fit,2012,135141,Cinza,Automático,Flex,4,69307.8
Honda,Civic,2013,128167,Branco,Automático,Gasolina,2,64702.600000000006
Honda,HR-V,2000,146676,Azul,Manual,Diesel,2,45264.8
Renault,Sandero,2001,14612,Azul,Automático,Gasolina,4,50114.6
Chevrolet,S10,2001,180174,Azul,Manual,Diesel,4,14246.199999999997
Volkswagen,Gol,2006,39170,Prata,Automático,Gasolina,2,50724.0
Honda,HR-V,2008,176173,Vermelho,Manual,Gasolina,2,48963.4
Nissan,Versa,2023,65881,Branco,Automático,Flex,4,84309.8
Jeep,Renegade,2003,168782,Prata,Manual,Flex,2,56956.6
Fiat,Argo,2001,122092,Branco,Manual,Gasolina,2,23510.6
Nissan,Versa,2018,115764,Vermelho,Manual,Diesel,2,71119.2
Volkswagen,Polo,2004,140435,Azul,Manual,Diesel,2,23281.0
Renault,Kwid,2008,134842,Cinza,Automático,Gasolina,4,35394.6
Volkswagen,T-Cross,2023,120340,Cinza,Automático,Gasolina,4,64343.0
Fiat,Cronos,2012,44121,Cinza,Automático,Flex,2,59664.8
Jeep,Renegade,2011,73960,Branco,Automático,Gasolina,2,94483.0
Fiat,Cronos,2018,11990,Vermelho,Manual,Gasolina,4,74315.0
Hyundai,HB20,2008,94258,Preto,Automático,Diesel,4,48387.4
Jeep,Compass,2009,127640,Preto,Automático,Flex,2,76299.0
Volkswagen,Polo,2018,44659,Cinza,Automático,Flex,4,64513.2
Honda,HR-V,2009,32137,Branco,Automático,Gasolina,2,85419.6
Volkswagen,Virtus,2011,15573,Preto,Manual,Flex,2,63193.4
Volkswagen,Virtus,2013,147906,Branco,Manual,Diesel,4,38591.8
Jeep,Compass,2007,9554,Vermelho,Automático,Gasolina,4,95470.2
Hyundai,HB20S,2015,107804,Cinza,Automático,Gasolina,2,58551.2
Volkswagen,Gol,2016,82164,Prata,Manual,Diesel,2,54093.2
Nissan,Versa,2019,184869,Cinza,Manual,Flex,2,54922.2
Ford,EcoSport,2003,13015,Prata,Automático,Flex,2,60927.0
Toyota,Yaris,2005,135806,Preto,Automático,Diesel,4,62330.8
Toyota,Hilux,2011,111175,Azul,Automático,Diesel,4,71082.0
Volkswagen,Virtus,2017,59617,Prata,Automático,Diesel,4,67270.6
Nissan,Kicks,2006,180664,Azul,Manual,Diesel,4,38652.200000000004
Honda,Civic,2004,110041,Branco,Manual,Flex,2,62171.8
Renault,Sandero,2009,75195,Azul,Manual,Flex,2,40917.0
Renault,Sandero,2005,120603,Prata,Manual,Diesel,4,30166.4
Jeep,Compass,2013,164653,Preto,Manual,Diesel,2,76683.4
Toyota,Hilux,2005,159989,Preto,Manual,Gasolina,2,55726.2
Volkswagen,T-Cross,2013,137715,Cinza,Automático,Gasolina,4,46757.0
Renault,Duster,2011,13269,Preto,Manual,Flex,2,62873.2
Volkswagen,T-Cross,2021,18358,Branco,Automático,Gasolina,2,81985.4
Jeep,Compass,2011,98029,Prata,Manual,Gasolina,2,90342.2
Toyota,Hilux,2007,83857,Vermelho,Automático,Gasolina,4,69885.6
Fiat,Argo,2009,131275,Preto,Manual,Flex,2,31196.0
Ford,Ka,2015,192830,Azul,Manual,Gasolina,4,46386.0
Ford,EcoSport,2019,81254,Prata,Automático,Diesel,4,77212.2
Renault,Duster,2007,101892,Cinza,Automático,Flex,2,40933.600000000006
Ford,Ranger,2008,56235,Vermelho,Automático,Gasolina,4,60274.0
Fiat,Cronos,2012,35304,Cinza,Automático,Flex,4,54787.2
Volkswagen,Virtus,2019,22172,Branco,Manual,Gasolina,2,75955.6
Jeep,Renegade,2016,73834,Cinza,Manual,Flex,4,97346.2
Fiat,Argo,2018,85731,Prata,Manual,Diesel,2,54636.8
Jeep,Renegade,2016,44857,Vermelho,Manual,Gasolina,4,109001.6
Jeep,Renegade,2006,141483,Cinza,Manual,Gasolina,4,69668.4
Toyota,Corolla,2000,7825,Cinza,Automático,Flex,2,79422.0
Volkswagen,Polo,2019,96774,Azul,Manual,Diesel,4,59437.2
Nissan,Versa,2013,169814,Azul,Manual,Gasolina,2,45825.200000000004
Ford,EcoSport,2016,118624,Branco,Automático,Diesel,2,57214.2
Nissan,Versa,2012,189373,Prata,Manual,Gasolina,4,43536.4
Toyota,Hilux,2001,154412,Cinza,Automático,Diesel,2,45939.6
Jeep,Compass,2013,27151,Prata,Manual,Gasolina,2,106919.8
Renault,Duster,2000,43327,Preto,Manual,Flex,4,36116.6
Ford,EcoSport,2004,140324,Branco,Manual,Flex,4,33799.2
Ford,Ranger,2006,35314,Azul,Automático,Diesel,2,61490.2
Volkswagen,Polo,2018,47368,Branco,Automático,Gasolina,2,70581.4
Hyundai,HB20,2013,61110,Branco,Automático,Gasolina,2,57649.0
Chevrolet,Onix,2023,128667,Prata,Manual,Diesel,2,61103.6
Chevrolet,S10,2013,132744,Azul,Automático,Gasolina,2,41948.2
Chevrolet,Onix,2014,197009,Azul,Manual,Flex,2,36413.200000000004
Hyundai,HB20,2004,15322,Cinza,Manual,Gasolina,4,55798.6
Volkswagen,Gol,2004,142263,Cinza,Automático,Flex,2,1241962.0
Hyundai,HB20,2020,168153,Prata,Automático,Diesel,2,51963.4
Chevrolet,Tracker,2023,145737,Prata,Automático,Gasolina,4,56672.600000000006
Toyota,Hilux,2001,61625,Preto,Manual,Diesel,2,1241962.0
Fiat,Argo,2017,55504,Vermelho,Automático,Flex,4,65453.2
Jeep,Compass,2023,175666,Vermelho,Manual,Diesel,4,86897.8
Hyundai,Creta,2008,57631,Branco,Manual,Diesel,2,54916.8
Volkswagen,Gol,2009,49239,Cinza,Automático,Gasolina,2,1241962.0
Volkswagen,Virtus,2017,187370,Azul,Manual,Diesel,2,34423.0
Nissan,Versa,2003,104583,Branco,Automático,Diesel,4,52187.4
Fiat,Toro,2007,2967,Azul,Manual,Gasolina,4,54347.6
Renault,Sandero,2017,37018,Cinza,Manual,Diesel,4,62976.4
Ford,EcoSport,2019,183758,Cinza,Manual,Flex,2,53807.4
Chevrolet,S10,2016,155867,Preto,Automático,Gasolina,4,44203.600000000006
Renault,Duster,2015,189898,Prata,Manual,Flex,4,27786.4
Nissan,Kicks,2017,68774,Prata,Manual,Gasolina,2,76039.2
Chevrolet,S10,2006,139585,Prata,Manual,Diesel,4,30920.0
Fiat,Toro,2000,68274,Vermelho,Automático,Flex,4,38991.2
Nissan,Frontier,2000,70472,Prata,Manual,Flex,4,50227.6
Chevrolet,S10,2017,34604,Vermelho,Manual,Flex,4,74777.2
Fiat,Cronos,2003,67104,Azul,Automático,Diesel,2,43490.2
Honda,Civic,2022,108818,Branco,Manual,Flex,4,86064.4
Renault,Sandero,2019,96396,Vermelho,Automático,Flex,4,54136.8
Renault,Duster,2020,196301,Cinza,Automático,Diesel,2,32966.8
Ford,Ka,2019,177887,Preto,Automático,Diesel,4,50307.6
Fiat,Argo,2003,4720,Preto,Manual,Diesel,2,51261.0
Hyundai,Creta,2005,40725,Cinza,Manual,Flex,2,59097.0
Honda,HR-V,2002,43923,Azul,Manual,Flex,4,66132.4
Toyota,Hilux,2005,39293,Branco,Manual,Flex,4,74754.4
Chevrolet,Tracker,2012,30029,Preto,Manual,Gasolina,4,61145.2
Honda,Fit,2022,192986,Cinza,Manual,Flex,2,64829.8
Fiat,Mobi,2006,26585,Preto,Automático,Flex,4,51281.0
Jeep,Compass,2023,58271,Vermelho,Automático,Gasolina,4,113965.8
Chevrolet,Tracker,2003,188445,Azul,Automático,Gasolina,2,17189.0
Volkswagen,T-Cross,2000,154970,Preto,Manual,Flex,4,23414.0
Renault,Kwid,2005,23449,Azul,Automático,Gasolina,2,46754.2
Fiat,Mobi,2023,137809,Azul,Automático,Flex,2,50894.2
Volkswagen,Virtus,2004,35308,Vermelho,Manual,Diesel,2,52274.4
Ford,Ka,2012,196566,Azul,Manual,Diesel,4,42486.8
Nissan,Kicks,2018,123374,Vermelho,Automático,Diesel,2,68008.2
Toyota,Corolla,2003,57175,Preto,Automático,Diesel,4,75953.0
Toyota,Yaris,2023,29059,Preto,Manual,Gasolina,4,110380.2
Volkswagen,T-Cross,2005,156520,Azul,Automático,Flex,4,1241962.0
Renault,Kwid,2012,150780,Vermelho,Automático,Gasolina,2,35935.0
Ford,Ka,2004,82549,Preto,Manual,Diesel,2,50229.2
Jeep,Compass,2012,134058,Azul,Automático,Diesel,2,78530.4
Renault,Duster,2009,122767,Branco,Manual,Flex,2,39637.600000000006
Honda,Civic,2002,52934,Prata,Manual,Gasolina,4,65146.2
Toyota,Corolla,2022,137557,Prata,Automático,Diesel,2,85725.6
Honda,HR-V,2012,120094,Cinza,Automático,Gasolina,2,68420.2
Chevrolet,S10,2011,118156,Azul,Manual,Flex,2,45740.8
Hyundai,HB20,2003,89064,Prata,Manual,Flex,2,36733.2
Fiat,Argo,2009,11772,Branco,Automático,Gasolina,4,60192.6
Ford,Ka,2002,143603,Azul,Manual,Flex,4,35785.399999999994
Renault,Kwid,2016,57564,Prata,Automático,Gasolina,2,61987.2
Toyota,Corolla,2008,38635,Prata,Automático,Gasolina,4,83982.0
Honda,Fit,2000,156991,Branco,Manual,Gasolina,2,45748.799999999996
Nissan,Kicks,2017,153972,Vermelho,Automático,Diesel,2,62568.6
Chevrolet,Onix,2008,37394,Prata,Automático,Diesel,2,52708.2
Fiat,Cronos,2020,35030,Cinza,Manual,Gasolina,2,73022.0
Fiat,Mobi,2019,67950,Prata,Automático,Flex,4,62175.0
Renault,Duster,2008,146631,Prata,Manual,Flex,2,25266.8
Ford,Ka,2001,158629,Branco,Manual,Diesel,2,34636.2
Jeep,Compass,2018,169080,Branco,Automático,Gasolina,4,81054.0
Nissan,Kicks,2015,145125,Azul,Manual,Diesel,2,53986.0
Renault,Kwid,2002,172889,Cinza,Manual,Gasolina,2,15873.199999999997
Honda,HR-V,2015,103426,Preto,Automático,Flex,4,77136.8
Hyundai,Creta,2020,136065,Branco,Automático,Flex,4,62122.0
Volkswagen,T-Cross,2012,123652,Preto,Automático,Diesel,4,40345.6
Jeep,Renegade,2002,179453,Cinza,Automático,Flex,4,55119.4
Ford,Ranger,2009,13515,Prata,Manual,Gasolina,2,69542.0
Chevrolet,Onix,2021,107301,Azul,Manual,Flex,2,65060.8
Jeep,Compass,2017,147407,Prata,Manual,Flex,2,81576.6
Toyota,Yaris,2005,58724,Azul,Automático,Diesel,2,76998.2
Ford,Ranger,2005,2175,Preto,Manual,Gasolina,4,63824.0
Hyundai,HB20,2017,2405,Cinza,Automático,Diesel,4,81219.0
Toyota,Corolla,2005,52515,Cinza,Automático,Diesel,2,75702.0
Jeep,Compass,2005,7341,Branco,Automático,Flex,4,97657.8
Volkswagen,Virtus,2021,155356,Preto,Manual,Gasolina,4,50692.8
Volkswagen,Virtus,2012,159074,Azul,Manual,Gasolina,2,38194.2
Hyundai,Creta,2013,191524,Branco,Automático,Diesel,2,34420.2
Fiat,Cronos,2020,189749,Preto,Automático,Diesel,4,36454.200000000004
Nissan,Kicks,2006,91796,Branco,Automático,Flex,4,53337.8
Chevrolet,S10,2012,109460,Branco,Automático,Gasolina,4,49290.0
Fiat,Cronos,2014,81499,Cinza,Manual,Gasolina,2,55644.2
Volkswagen,Virtus,2011,83525,Cinza,Manual,Flex,2,50441.0
Volkswagen,Gol,2020,193619,Prata,Automático,Diesel,4,38436.2
Honda,Fit,2000,150013,Prata,Manual,Gasolina,4,40647.399999999994
