Marca,Modelo,Ano,Quilometragem,Cor,Cambio,Combustivel,Portas,Valor_Venda,idade_carro
Honda,HR-V,2003,65713,Cinza,Manual,Diesel,4,70982.4,23
Ford,EcoSport,2003,106284,Cinza,Automático,Gasolina,4,40716.2,23
Nissan,Frontier,2003,119471,Cinza,Manual,Gasolina,2,46636.8,23
Honda,Fit,2003,146649,Cinza,Manual,Gasolina,4,47984.2,23
Volkswagen,T-Cross,2003,50281,Prata,Automático,Diesel,2,45955.8,23
Volkswagen,Gol,2003,100547,Prata,Automático,Flex,2,30267.60000000001,23
Hyundai,HB20,2003,12008,Branco,Manual,Gasolina,2,58412.4,23
Hyundai,HB20S,2003,44852,Vermelho,Automático,Flex,2,50714.6,23
Ford,Ranger,2003,193930,Branco,Automático,Gasolina,2,26486.0,23
Fiat,Argo,2003,137159,Branco,Automático,Diesel,4,22678.2,23
Hyundai,HB20S,2003,23302,Cinza,Automático,Gasolina,4,50422.6,23
Nissan,Kicks,2003,114074,Prata,Manual,Gasolina,4,42887.2,23
Honda,Fit,2003,89668,Vermelho,Automático,Diesel,2,65606.4,23
Renault,Duster,2003,135484,Preto,Automático,Diesel,2,21413.2,23
Renault,Duster,2003,157448,Preto,Manual,Flex,2,15737.399999999998,23
Honda,Fit,2003,166769,Preto,Manual,Flex,2,48714.2,23
Volkswagen,Gol,2003,103820,Branco,Manual,Flex,2,35451.0,23
Ford,EcoSport,2003,142178,Cinza,Automático,Flex,4,38034.4,23
Toyota,Corolla,2003,25392,Prata,Manual,Flex,2,81671.6,23
Volkswagen,Gol,2003,192824,Vermelho,Manual,Diesel,2,17384.199999999997,23
Honda,Fit,2003,165428,Azul,Automático,Flex,2,45138.4,23
Honda,Civic,2003,116042,Cinza,Automático,Gasolina,4,60960.6,23
Fiat,Argo,2003,111291,Preto,Automático,Diesel,4,27675.8,23
Hyundai,Creta,2003,171902,Cinza,Automático,Gasolina,2,26124.60000000001,23
Jeep,Renegade,2003,159201,Branco,Automático,Diesel,4,60276.8,23
Ford,EcoSport,2003,99464,Azul,Manual,Gasolina,2,48718.2,23
Jeep,Renegade,2003,145875,Prata,Manual,Gasolina,2,67975.0,23
Ford,Ka,2003,89338,Cinza,Manual,Flex,4,44472.4,23
Honda,HR-V,2003,91392,Vermelho,Manual,Gasolina,4,56702.600000000006,23
Hyundai,HB20,2003,13070,Prata,Manual,Flex,4,57384.0,23
Honda,HR-V,2003,105687,Preto,Automático,Diesel,2,59418.600000000006,23
Toyota,Hilux,2003,120942,Branco,Manual,Gasolina,2,61590.600000000006,23
Ford,Ranger,2003,57760,Vermelho,Automático,Flex,4,50129.0,23
Volkswagen,Gol,2003,112898,Azul,Automático,Diesel,4,27971.4,23
Renault,Kwid,2003,20931,Branco,Manual,Diesel,4,50258.8,23
Jeep,Compass,2003,88873,Cinza,Automático,Flex,2,78285.4,23
Ford,EcoSport,2003,197383,Branco,Automático,Flex,4,21187.4,23
Volkswagen,T-Cross,2003,7548,Preto,Manual,Gasolina,4,57512.4,23
Nissan,Versa,2003,97687,Preto,Automático,Flex,2,47113.600000000006,23
Hyundai,HB20,2003,41988,Vermelho,Manual,Flex,2,50050.4,23
Hyundai,Creta,2003,177257,Cinza,Manual,Diesel,4,19077.6,23
Nissan,Frontier,2003,23472,Azul,Automático,Diesel,2,62306.6,23
Jeep,Renegade,2003,66886,Azul,Automático,Diesel,4,83977.8,23
Volkswagen,Gol,2003,90845,Preto,Manual,Gasolina,2,36036.0,23
Toyota,Yaris,2003,80345,Preto,Automático,Flex,4,69674.0,23
Volkswagen,Virtus,2003,21263,Preto,Manual,Flex,4,45451.4,23
Jeep,Compass,2003,68393,Branco,Automático,Flex,2,82108.4,23
Fiat,Cronos,2003,58844,Azul,Automático,Diesel,4,37722.2,23
Volkswagen,Gol,2003,38095,Cinza,Manual,Gasolina,4,51623.0,23
Ford,EcoSport,2003,122043,Preto,Manual,Gasolina,4,43653.4,23
Fiat,Argo,2003,142346,Preto,Automático,Diesel,4,27633.8,23
Nissan,Frontier,2003,176614,Prata,Manual,Diesel,2,36626.2,23
Volkswagen,Gol,2003,54936,Vermelho,Automático,Flex,2,40557.8,23
Fiat,Cronos,2003,67089,Vermelho,Manual,Flex,4,36726.2,23
Ford,EcoSport,2003,82624,Azul,Automático,Flex,4,52604.2,23
Nissan,Kicks,2003,55696,Azul,Automático,Gasolina,4,57564.8,23
Chevrolet,Onix Plus,2003,140605,Branco,Manual,Gasolina,2,24319.000000000004,23
Fiat,Cronos,2003,75597,Prata,Manual,Flex,2,39478.6,23
Fiat,Cronos,2003,119280,Branco,Manual,Gasolina,2,31857.0,23
Nissan,Frontier,2003,146451,Cinza,Automático,Flex,4,41561.8,23
Ford,Ka,2003,178770,Branco,Automático,Flex,4,31946.0,23
Honda,Fit,2003,101470,Azul,Manual,Flex,2,61832.0,23
Hyundai,HB20,2003,94305,Prata,Automático,Diesel,4,39150.0,23
Toyota,Corolla,2003,156064,Cinza,Manual,Gasolina,4,54790.2,23
Ford,Ranger,2003,42020,Cinza,Manual,Flex,4,58754.0,23
Honda,Civic,2003,136912,Cinza,Manual,Flex,4,52952.6,23
Jeep,Renegade,2003,174561,Cinza,Manual,Gasolina,2,61898.8,23
Hyundai,HB20S,2003,105589,Prata,Automático,Diesel,4,38550.2,23
Jeep,Renegade,2003,141069,Branco,Manual,Gasolina,4,63391.2,23
Fiat,Argo,2003,38557,Preto,Automático,Gasolina,2,47739.6,23
Chevrolet,Onix Plus,2003,131730,Vermelho,Manual,Diesel,2,27376.000000000004,23
Chevrolet,Tracker,2003,182652,Vermelho,Manual,Flex,4,16091.600000000006,23
Fiat,Toro,2003,103729,Preto,Automático,Flex,4,28230.2,23
Fiat,Mobi,2003,51753,Branco,Manual,Gasolina,4,37352.4,23
Hyundai,HB20S,2003,77300,Prata,Manual,Diesel,2,45720.0,23
Jeep,Compass,2003,58537,Prata,Automático,Diesel,2,81800.6,23
Honda,HR-V,2003,182069,Prata,Automático,Gasolina,2,42051.2,23
Hyundai,HB20S,2003,189592,Prata,Manual,Gasolina,2,20941.6,23
Hyundai,HB20S,2003,137415,Azul,Manual,Diesel,2,35116.0,23
Jeep,Compass,2003,15473,Azul,Automático,Diesel,4,89119.4,23
Fiat,Toro,2003,59430,Vermelho,Manual,Flex,4,36371.0,23
Renault,Sandero,2003,180826,Vermelho,Automático,Flex,2,11309.800000000005,23
Chevrolet,Onix,2003,179718,Branco,Manual,Diesel,4,16207.4,23
Hyundai,HB20S,2004,57201,Azul,Manual,Gasolina,2,45366.8,22
Renault,Kwid,2004,147904,Vermelho,Manual,Diesel,4,23516.2,22
Nissan,Frontier,2004,130591,Prata,Automático,Gasolina,2,40724.8,22
Honda,Civic,2004,124073,Azul,Manual,Flex,2,58212.4,22
Toyota,Hilux,2004,34398,Cinza,Automático,Gasolina,2,83201.4,22
Jeep,Renegade,2004,32872,Vermelho,Manual,Gasolina,2,89323.6,22
Nissan,Versa,2004,163062,Azul,Automático,Gasolina,2,41608.6,22
Toyota,Corolla,2004,90629,Vermelho,Manual,Flex,4,65484.2,22
Renault,Duster,2004,112238,Vermelho,Manual,Diesel,4,30300.4,22
Ford,Ka,2004,69131,Azul,Automático,Flex,2,53448.8,22
Honda,Civic,2004,7114,Branco,Manual,Flex,4,82232.2,22
Renault,Sandero,2004,159424,Vermelho,Manual,Gasolina,4,23709.2,22
Renault,Kwid,2004,120542,Vermelho,Automático,Gasolina,4,26691.6,22
Chevrolet,Onix,2004,24269,Branco,Manual,Gasolina,2,48314.2,22
Ford,EcoSport,2004,55084,Prata,Automático,Diesel,4,57875.2,22
Ford,Ka,2004,1650,Branco,Automático,Gasolina,2,67645.0,22
Honda,Fit,2004,46316,Preto,Automático,Gasolina,2,72806.8,22
Honda,Fit,2004,20655,Preto,Manual,Gasolina,4,81372.0,22
Hyundai,HB20S,2004,159413,Prata,Automático,Diesel,4,30698.4,22
Nissan,Frontier,2004,72762,Branco,Manual,Diesel,2,60365.6,22
Chevrolet,Tracker,2004,125762,Azul,Manual,Diesel,4,31369.6,22
Fiat,Argo,2004,178,Preto,Manual,Diesel,4,54989.4,22
Hyundai,HB20,2004,111358,Branco,Automático,Gasolina,4,34338.399999999994,22
Toyota,Corolla,2004,7871,Branco,Manual,Gasolina,4,80148.8,22
Fiat,Mobi,2004,196150,Prata,Automático,Flex,2,10655.0,22
Nissan,Frontier,2004,193466,Prata,Automático,Diesel,2,29168.8,22
Renault,Kwid,2004,1628,Branco,Manual,Flex,4,53014.4,22
Toyota,Yaris,2004,117702,Preto,Automático,Diesel,2,60392.6,22
Toyota,Yaris,2004,26505,Preto,Automático,Gasolina,4,79441.0,22
Jeep,Renegade,2004,111897,Preto,Manual,Gasolina,4,70095.6,22
Volkswagen,Polo,2004,175956,Preto,Automático,Flex,4,21194.800000000003,22
Fiat,Argo,2004,103445,Prata,Manual,Flex,4,32474.0,22
Renault,Sandero,2004,97616,Vermelho,Manual,Gasolina,4,28851.800000000003,22
Ford,Ka,2004,28498,Cinza,Automático,Gasolina,2,58936.4,22
Hyundai,HB20,2004,110326,Preto,Manual,Flex,2,35443.8,22
Nissan,Frontier,2004,147620,Prata,Manual,Gasolina,4,37615.0,22
Volkswagen,T-Cross,2004,23656,Vermelho,Manual,Gasolina,4,52621.8,22
Chevrolet,Onix Plus,2004,23753,Preto,Automático,Diesel,2,50605.4,22
Renault,Kwid,2004,178617,Azul,Manual,Gasolina,4,20675.6,22
Honda,Civic,2004,96279,Vermelho,Manual,Diesel,2,63151.2,22
Renault,Sandero,2004,100023,Prata,Automático,Diesel,4,37965.4,22
Ford,EcoSport,2004,180484,Prata,Automático,Flex,4,33298.2,22
Jeep,Compass,2004,160236,Prata,Automático,Diesel,4,68289.8,22
Volkswagen,Polo,2004,108407,Preto,Automático,Gasolina,2,34744.600000000006,22
Ford,Ranger,2004,62968,Azul,Automático,Flex,4,54922.4,22
Jeep,Renegade,2004,27541,Preto,Manual,Gasolina,2,93528.8,22
Nissan,Kicks,2004,161643,Cinza,Manual,Gasolina,4,34885.4,22
Nissan,Versa,2004,153098,Preto,Automático,Gasolina,2,45318.4,22
Jeep,Renegade,2004,191872,Branco,Automático,Diesel,2,57964.6,22
Fiat,Cronos,2004,79764,Cinza,Manual,Gasolina,2,34921.2,22
Fiat,Cronos,2004,81657,Azul,Automático,Diesel,4,37448.6,22
Nissan,Kicks,2004,99421,Preto,Automático,Flex,4,50491.8,22
Jeep,Compass,2004,97976,Azul,Automático,Gasolina,2,74621.8,22
Nissan,Versa,2004,170100,Cinza,Manual,Diesel,4,37372.0,22
Honda,Fit,2004,106966,Prata,Manual,Gasolina,4,61535.8,22
Fiat,Cronos,2004,140549,Azul,Manual,Flex,2,26842.2,22
Chevrolet,Tracker,2004,111709,Prata,Automático,Diesel,4,35794.2,22
Jeep,Compass,2004,50975,Azul,Automático,Diesel,4,86838.0,22
Fiat,Cronos,2004,51356,Branco,Manual,Gasolina,4,43189.8,22
Honda,Fit,2004,78305,Cinza,Automático,Flex,2,64092.0,22
Hyundai,HB20,2004,111692,Azul,Automático,Gasolina,4,37478.600000000006,22
Renault,Kwid,2004,69844,Vermelho,Manual,Flex,4,38883.2,22
Honda,HR-V,2004,57284,Preto,Manual,Gasolina,2,66965.2,22
Nissan,Frontier,2004,128237,Preto,Automático,Gasolina,4,45614.600000000006,22
Renault,Kwid,2004,131315,Preto,Manual,Flex,4,27081.0,22
Toyota,Hilux,2004,64792,Prata,Manual,Flex,4,75303.6,22
Toyota,Corolla,2004,130299,Prata,Automático,Gasolina,2,56238.2,22
Renault,Kwid,2004,59965,Branco,Automático,Diesel,4,41128.0,22
Renault,Sandero,2004,153742,Azul,Automático,Flex,2,19619.6,22
Nissan,Frontier,2004,90962,Preto,Manual,Flex,2,55392.6,22
Jeep,Renegade,2004,20521,Prata,Manual,Diesel,2,92726.8,22
Fiat,Mobi,2004,192218,Azul,Automático,Diesel,4,20321.4,22
Fiat,Argo,2004,162244,Branco,Manual,Flex,2,24715.2,22
Ford,EcoSport,2004,20729,Cinza,Manual,Diesel,4,62273.2,22
Hyundai,Creta,2004,88688,Branco,Manual,Gasolina,2,43916.4,22
Fiat,Cronos,2004,130257,Azul,Manual,Diesel,4,25584.6,22
Honda,HR-V,2004,61039,Prata,Automático,Gasolina,2,63900.2,22
Chevrolet,Tracker,2004,45793,Preto,Automático,Gasolina,4,49730.4,22
Toyota,Hilux,2004,106400,Azul,Automático,Flex,4,62896.0,22
Toyota,Hilux,2004,110962,Vermelho,Automático,Diesel,2,60977.6,22
Volkswagen,T-Cross,2004,193806,Preto,Automático,Diesel,2,20856.8,22
Volkswagen,T-Cross,2004,119925,Vermelho,Manual,Gasolina,4,29209.0,22
Chevrolet,S10,2004,100838,Branco,Automático,Diesel,4,42762.4,22
Fiat,Mobi,2004,10209,Cinza,Manual,Gasolina,2,52942.2,22
Honda,HR-V,2004,139950,Azul,Automático,Flex,4,51004.0,22
Chevrolet,S10,2004,22203,Vermelho,Manual,Flex,2,48590.4,22
Chevrolet,Onix Plus,2004,174708,Cinza,Manual,Flex,2,21051.4,22
Hyundai,Creta,2004,100614,Branco,Automático,Gasolina,2,39124.2,22
Toyota,Corolla,2004,92686,Cinza,Manual,Gasolina,4,68583.8,22
Nissan,Versa,2004,1026,Branco,Manual,Diesel,4,73826.8,22
Fiat,Toro,2004,115407,Azul,Automático,Gasolina,2,26141.6,22
Toyota,Hilux,2004,173239,Cinza,Automático,Diesel,2,53970.2,22
Nissan,Kicks,2004,129416,Azul,Manual,Gasolina,2,49907.8,22
Volkswagen,Virtus,2004,102632,Azul,Automático,Flex,2,33067.6,22
Ford,EcoSport,2004,20646,Cinza,Manual,Flex,2,63784.8,22
Chevrolet,S10,2004,38457,Prata,Manual,Gasolina,4,45879.6,22
Jeep,Renegade,2004,150712,Azul,Automático,Gasolina,2,67320.6,22
Honda,HR-V,2004,52484,Azul,Automático,Flex,2,68672.2,22
Jeep,Compass,2004,159226,Vermelho,Manual,Gasolina,4,65826.8,22
Honda,Fit,2004,40685,Azul,Manual,Flex,2,70908.0,22
Ford,EcoSport,2004,68309,Branco,Automático,Diesel,2,54943.2,22
Chevrolet,Tracker,2004,50123,Vermelho,Automático,Flex,2,51773.4,22
Nissan,Versa,2004,113721,Prata,Automático,Gasolina,2,48021.8,22
Jeep,Compass,2004,140058,Vermelho,Manual,Flex,2,67252.4,22
Toyota,Yaris,2004,179779,Preto,Manual,Gasolina,2,48057.2,22
Fiat,Cronos,2004,60787,Prata,Manual,Gasolina,4,41493.6,22
Chevrolet,S10,2004,7721,Prata,Automático,Diesel,4,53585.8,22
Jeep,Compass,2004,137162,Branco,Manual,Diesel,2,66628.6,22
Hyundai,HB20S,2004,103197,Prata,Manual,Flex,2,41379.6,22
Nissan,Kicks,2004,32907,Cinza,Automático,Diesel,4,65830.6,22
Renault,Duster,2004,59,Branco,Automático,Diesel,2,48378.2,22
Fiat,Argo,2004,154512,Preto,Manual,Gasolina,2,24576.6,22
Nissan,Versa,2004,95822,Preto,Automático,Flex,4,47515.6,22
Chevrolet,Onix,2004,129228,Azul,Manual,Diesel,4,28430.4,22
Fiat,Toro,2004,134883,Vermelho,Automático,Flex,4,24335.4,22
Jeep,Renegade,2004,128407,Azul,Automático,Gasolina,4,74416.6,22
Honda,Civic,2004,2948,Azul,Manual,Diesel,4,82115.4,22
Toyota,Hilux,2004,27475,Prata,Automático,Gasolina,4,77014.0,22
Renault,Kwid,2004,41474,Vermelho,Automático,Diesel,2,39758.2,22
Volkswagen,Polo,2004,3637,Cinza,Automático,Flex,2,55362.6,22
Jeep,Compass,2004,151105,Prata,Manual,Gasolina,2,68969.0,22
Ford,Ka,2004,183371,Cinza,Automático,Flex,2,31940.8,22
Hyundai,HB20S,2004,22523,Vermelho,Automático,Gasolina,4,55742.4,22
Chevrolet,S10,2004,18964,Branco,Manual,Flex,2,52126.2,22
Toyota,Yaris,2004,188646,Prata,Automático,Diesel,4,44113.8,22
Jeep,Compass,2004,190720,Vermelho,Automático,Flex,2,53344.0,22
Jeep,Renegade,2004,74285,Cinza,Automático,Gasolina,4,82434.0,22
Fiat,Cronos,2004,4655,Cinza,Automático,Diesel,2,48908.0,22
Fiat,Mobi,2004,51347,Branco,Automático,Flex,4,41369.6,22
Honda,Fit,2004,162386,Branco,Automático,Flex,2,45523.8,22
Jeep,Compass,2004,75646,Vermelho,Manual,Gasolina,4,82858.8,22
Ford,Ranger,2004,8432,Azul,Manual,Gasolina,2,60507.6,22
Honda,Fit,2004,60047,Cinza,Manual,Diesel,2,66284.6,22
Jeep,Compass,2004,135934,Preto,Automático,Diesel,2,68067.2,22
Chevrolet,Onix Plus,2004,105037,Branco,Manual,Diesel,2,32070.6,22
Fiat,Toro,2004,114025,Prata,Manual,Flex,4,27325.0,22
Chevrolet,Onix,2004,166656,Preto,Manual,Diesel,2,22320.8,22
Nissan,Frontier,2004,42115,Branco,Automático,Diesel,4,63772.0,22
Fiat,Argo,2004,49662,Branco,Automático,Flex,2,41656.6,22
Honda,HR-V,2004,144963,Azul,Manual,Diesel,2,52899.4,22
Chevrolet,Onix,2004,128468,Preto,Automático,Gasolina,4,28157.4,22
Renault,Duster,2004,187225,Cinza,Automático,Gasolina,2,12206.0,22
Chevrolet,S10,2004,176606,Cinza,Automático,Gasolina,2,26727.800000000003,22
Jeep,Compass,2004,21068,Prata,Automático,Flex,2,89596.4,22
Renault,Duster,2004,181016,Azul,Manual,Flex,4,14944.800000000005,22
Chevrolet,Onix Plus,2004,78682,Branco,Automático,Gasolina,2,45679.6,22
Fiat,Cronos,2004,99899,Branco,Manual,Flex,2,33145.2,22
Toyota,Corolla,2004,188815,Azul,Manual,Gasolina,2,47669.0,22
Toyota,Yaris,2004,116969,Prata,Automático,Flex,4,66243.2,22
Renault,Duster,2004,100265,Vermelho,Manual,Diesel,4,32344.0,22
Ford,Ka,2004,114391,Preto,Automático,Flex,4,38496.8,22
Fiat,Cronos,2004,188298,Azul,Automático,Gasolina,2,11341.4,22
Jeep,Renegade,2004,117415,Preto,Manual,Flex,2,76267.0,22
Chevrolet,Tracker,2004,123458,Vermelho,Manual,Flex,4,34247.4,22
Chevrolet,Onix Plus,2004,85031,Preto,Manual,Gasolina,4,37857.8,22
Volkswagen,Polo,2004,57822,Vermelho,Manual,Gasolina,2,46077.6,22
Toyota,Hilux,2004,37485,Vermelho,Automático,Diesel,4,79888.0,22
Ford,EcoSport,2004,72435,Azul,Automático,Diesel,2,50565.0,22
Toyota,Yaris,2004,134212,Branco,Automático,Diesel,2,56879.600000000006,22
Fiat,Argo,2004,27712,Azul,Manual,Gasolina,4,46730.6,22
Fiat,Cronos,2004,6374,Branco,Automático,Flex,2,56201.2,22
Ford,Ranger,2004,2075,Preto,Automático,Gasolina,4,61653.0,22
Honda,Civic,2004,136485,Prata,Automático,Diesel,4,52926.0,22
Fiat,Argo,2004,34354,Vermelho,Manual,Gasolina,4,43200.2,22
Volkswagen,T-Cross,2004,163686,Prata,Automático,Flex,4,28075.8,22
Chevrolet,Tracker,2004,39920,Branco,Manual,Diesel,2,52406.0,22
Honda,Civic,2004,146725,Vermelho,Automático,Gasolina,2,50456.0,22
Nissan,Kicks,2004,28593,Azul,Automático,Diesel,4,70156.4,22
Honda,HR-V,2004,197810,Vermelho,Automático,Diesel,2,37131.0,22
Nissan,Frontier,2004,52879,Vermelho,Automático,Gasolina,4,58668.2,22
Volkswagen,Gol,2004,80748,Cinza,Automático,Diesel,4,44215.4,22
Hyundai,Creta,2004,159609,Preto,Manual,Gasolina,4,33274.2,22
Honda,HR-V,2004,110634,Azul,Automático,Gasolina,2,55964.2,22
Toyota,Hilux,2004,121907,Cinza,Manual,Diesel,2,60916.600000000006,22
Jeep,Compass,2004,166573,Preto,Manual,Flex,2,60015.4,22
Jeep,Compass,2004,56997,Preto,Automático,Flex,4,87552.6,22
Hyundai,HB20S,2004,177277,Vermelho,Automático,Gasolina,4,24769.60000000001,22
Fiat,Toro,2004,191508,Azul,Automático,Gasolina,2,18618.4,22
Hyundai,HB20S,2004,50420,Preto,Manual,Flex,2,55177.0,22
Hyundai,HB20S,2004,119416,Branco,Automático,Flex,4,37532.8,22
Honda,Civic,2004,113771,Azul,Manual,Gasolina,2,59451.8,22
Jeep,Renegade,2004,184001,Prata,Automático,Diesel,4,54761.8,22
Honda,Fit,2004,101159,Preto,Automático,Diesel,4,57355.2,22
Fiat,Cronos,2004,40079,Prata,Manual,Diesel,2,47044.2,22
Fiat,Cronos,2004,75705,Vermelho,Automático,Diesel,2,35632.0,22
Toyota,Corolla,2004,43302,Azul,Manual,Flex,4,81780.6,22
Chevrolet,S10,2004,93651,Vermelho,Manual,Flex,2,41714.8,22
Fiat,Argo,2004,141545,Prata,Manual,Flex,4,29968.000000000004,22
Fiat,Argo,2004,34833,Cinza,Automático,Flex,2,43967.4,22
Honda,HR-V,2004,32996,Cinza,Manual,Gasolina,4,70692.8,22
Fiat,Mobi,2004,168307,Preto,Manual,Diesel,4,25159.60000000001,22
Chevrolet,Tracker,2004,150634,Cinza,Manual,Flex,2,26024.200000000004,22
Hyundai,HB20,2004,59199,Cinza,Automático,Flex,2,54078.2,22
Ford,Ka,2004,16192,Vermelho,Manual,Diesel,2,62913.6,22
Nissan,Kicks,2004,53198,Prata,Manual,Gasolina,4,65219.4,22
Honda,Civic,2004,1403,Cinza,Manual,Gasolina,4,84465.4,22
Hyundai,Creta,2004,48450,Prata,Manual,Diesel,4,54221.0,22
Honda,HR-V,2004,153141,Branco,Automático,Flex,4,50620.8,22
Chevrolet,Tracker,2004,130874,Cinza,Automático,Flex,4,33988.2,22
Toyota,Yaris,2004,131382,Preto,Automático,Gasolina,2,57815.6,22
Renault,Kwid,2004,180559,Preto,Manual,Flex,2,19674.2,22
Renault,Kwid,2004,66411,Preto,Manual,Flex,4,44470.8,22
Ford,Ka,2004,68734,Azul,Manual,Flex,2,50437.2,22
Honda,Civic,2004,181232,Vermelho,Manual,Gasolina,4,45362.6,22
Jeep,Renegade,2004,171140,Branco,Automático,Gasolina,4,57919.0,22
Ford,Ka,2004,196795,Vermelho,Automático,Gasolina,4,27265.0,22
Volkswagen,Virtus,2004,83868,Azul,Automático,Gasolina,2,36274.4,22
Toyota,Hilux,2004,92465,Vermelho,Manual,Diesel,4,65095.0,22
Renault,Duster,2004,149148,Prata,Automático,Flex,2,22433.4,22
Toyota,Hilux,2004,108885,Cinza,Manual,Gasolina,2,64559.0,22
Toyota,Hilux,2004,155428,Vermelho,Automático,Gasolina,4,57717.4,22
Nissan,Frontier,2004,17755,Azul,Automático,Flex,2,65945.0,22
Chevrolet,Onix Plus,2004,14560,Preto,Manual,Diesel,4,53488.0,22
Honda,Civic,2004,147662,Vermelho,Automático,Flex,4,54291.6,22
Chevrolet,S10,2004,76773,Preto,Automático,Gasolina,4,38421.4,22
Renault,Sandero,2004,4953,Branco,Automático,Flex,4,51095.4,22
Toyota,Corolla,2004,161262,Cinza,Manual,Gasolina,4,54969.6,22
Hyundai,HB20,2004,43394,Branco,Manual,Gasolina,4,51568.2,22
Volkswagen,Polo,2004,193906,Cinza,Automático,Flex,4,18249.8,22
Renault,Kwid,2004,115503,Prata,Automático,Diesel,4,27253.4,22
Nissan,Versa,2004,125713,Preto,Automático,Flex,4,49484.4,22
Nissan,Frontier,2004,2834,Vermelho,Automático,Diesel,2,70734.2,22
Hyundai,Creta,2004,110275,Vermelho,Automático,Flex,2,42232.0,22
Jeep,Compass,2004,9033,Azul,Manual,Gasolina,2,94395.4,22
Nissan,Kicks,2004,147340,Branco,Manual,Gasolina,2,38412.0,22
Volkswagen,Virtus,2004,35308,Vermelho,Manual,Diesel,2,52274.4,22
Hyundai,HB20,2004,15322,Cinza,Manual,Gasolina,4,55798.6,22
Ford,EcoSport,2004,140324,Branco,Manual,Flex,4,33799.2,22
Honda,Civic,2004,110041,Branco,Manual,Flex,2,62171.8,22
Volkswagen,Polo,2004,140435,Azul,Manual,Diesel,2,23281.0,22
Toyota,Hilux,2004,69282,Vermelho,Automático,Gasolina,4,71254.6,22
Chevrolet,Onix Plus,2004,128500,Prata,Manual,Flex,2,31708.0,22
Toyota,Yaris,2004,192233,Preto,Automático,Diesel,2,46134.4,22
Toyota,Corolla,2004,27778,Preto,Automático,Gasolina,2,75909.4,22
Hyundai,Creta,2004,92080,Preto,Manual,Diesel,4,41247.0,22
Chevrolet,Tracker,2004,121282,Prata,Manual,Diesel,4,32984.600000000006,22
Ford,EcoSport,2004,196920,Azul,Manual,Diesel,4,26319.0,22
Hyundai,HB20,2004,132895,Preto,Manual,Flex,4,37700.0,22
Nissan,Frontier,2004,92971,Vermelho,Automático,Diesel,4,56621.8,22
Toyota,Yaris,2004,160321,Branco,Manual,Gasolina,2,56554.8,22
Renault,Duster,2004,5919,Cinza,Manual,Flex,2,51876.2,22
Hyundai,HB20,2004,167906,Branco,Manual,Diesel,4,27892.8,22
Renault,Duster,2004,89440,Prata,Automático,Flex,2,35428.0,22
Jeep,Renegade,2004,76536,Preto,Automático,Flex,2,76819.8,22
Fiat,Argo,2004,108598,Azul,Manual,Gasolina,2,36473.4,22
Nissan,Frontier,2004,40747,Branco,Manual,Gasolina,4,58465.6,22
Toyota,Yaris,2004,95360,Vermelho,Manual,Diesel,4,70371.0,22
Fiat,Cronos,2004,190672,Azul,Manual,Flex,4,17867.6,22
Renault,Sandero,2004,1676,Azul,Manual,Diesel,2,49476.8,22
Renault,Kwid,2004,103293,Cinza,Automático,Diesel,2,27762.4,22
Nissan,Frontier,2004,135787,Branco,Manual,Diesel,2,46360.6,22
Jeep,Compass,2004,148268,Branco,Automático,Gasolina,2,63123.4,22
Fiat,Mobi,2004,166655,Branco,Manual,Gasolina,4,25546.0,22
Jeep,Renegade,2004,95948,Vermelho,Manual,Gasolina,4,79067.4,22
Honda,Fit,2004,191801,Azul,Manual,Diesel,2,41404.8,22
Hyundai,HB20,2004,159,Prata,Automático,Diesel,2,56811.2,22
Ford,Ka,2004,136882,Preto,Manual,Flex,4,33722.6,22
Jeep,Compass,2004,45820,Branco,Manual,Flex,4,82570.0,22
Hyundai,HB20S,2004,18467,Preto,Manual,Gasolina,4,55763.6,22
Jeep,Renegade,2004,156625,Prata,Automático,Flex,2,68166.0,22
Fiat,Argo,2004,165800,Branco,Manual,Diesel,4,23798.0,22
Hyundai,HB20S,2004,71096,Vermelho,Automático,Flex,2,50879.8,22
Volkswagen,Virtus,2004,185322,Azul,Manual,Flex,4,16209.6,22
Jeep,Renegade,2004,50737,Vermelho,Automático,Diesel,2,86522.6,22
Renault,Sandero,2004,6909,Preto,Manual,Diesel,2,48535.2,22
Fiat,Cronos,2004,138609,Cinza,Automático,Gasolina,2,23702.2,22
Honda,HR-V,2004,85794,Cinza,Manual,Diesel,2,66391.2,22
Nissan,Kicks,2004,163156,Azul,Manual,Flex,2,36495.8,22
Fiat,Mobi,2004,11973,Preto,Manual,Diesel,2,51401.4,22
Jeep,Renegade,2004,146425,Azul,Automático,Diesel,4,68733.0,22
Renault,Duster,2004,45002,Vermelho,Automático,Flex,4,41775.6,22
Toyota,Hilux,2004,14992,Preto,Automático,Flex,4,86721.6,22
Chevrolet,Onix Plus,2004,198730,Branco,Manual,Gasolina,4,20991.0,22
Nissan,Versa,2004,171780,Preto,Manual,Diesel,4,32224.0,22
Toyota,Corolla,2004,159399,Preto,Manual,Diesel,2,57726.2,22
Ford,Ka,2004,179922,Prata,Automático,Flex,2,29521.6,22
Chevrolet,S10,2004,85600,Prata,Manual,Gasolina,4,39885.0,22
Jeep,Renegade,2004,50141,Branco,Manual,Flex,4,88879.8,22
